filename,width,height,class,xmin,ymin,xmax,ymax
img000046.jpg,1920,1200,Tango,819,608,1091,802
img000048.jpg,1920,1200,Tango,895,436,1068,617
img000049.jpg,1920,1200,Tango,718,575,1149,729
img000050.jpg,1920,1200,Tango,905,527,1125,748
img000051.jpg,1920,1200,Tango,781,514,1103,704
img000052.jpg,1920,1200,Tango,691,362,1163,940
img000053.jpg,1920,1200,Tango,730,235,1222,682
img000054.jpg,1920,1200,Tango,877,538,1114,802
img000055.jpg,1920,1200,Tango,890,361,1094,669
img000056.jpg,1920,1200,Tango,815,417,1158,572
img000057.jpg,1920,1200,Tango,874,779,1142,963
img000058.jpg,1920,1200,Tango,781,389,969,723
img000059.jpg,1920,1200,Tango,880,450,1004,569
img000060.jpg,1920,1200,Tango,744,111,1064,895
img000061.jpg,1920,1200,Tango,930,548,1180,824
img000062.jpg,1920,1200,Tango,867,-97,1249,893
img000063.jpg,1920,1200,Tango,671,64,1419,1096
img000064.jpg,1920,1200,Tango,798,504,1276,950
img000065.jpg,1920,1200,Tango,844,310,1244,600
img000066.jpg,1920,1200,Tango,869,592,1073,857
img000067.jpg,1920,1200,Tango,623,388,1067,539
img000068.jpg,1920,1200,Tango,704,220,1432,744
img000070.jpg,1920,1200,Tango,737,347,1116,931
img000072.jpg,1920,1200,Tango,897,523,1105,709
img000073.jpg,1920,1200,Tango,820,507,1257,819
img000075.jpg,1920,1200,Tango,621,131,1060,650
img000076.jpg,1920,1200,Tango,947,-81,1299,879
img000078.jpg,1920,1200,Tango,820,496,1156,841
img000079.jpg,1920,1200,Tango,948,421,1058,517
img000080.jpg,1920,1200,Tango,711,658,1075,797
img000082.jpg,1920,1200,Tango,758,424,1085,770
img000083.jpg,1920,1200,Tango,769,436,1214,888
img000084.jpg,1920,1200,Tango,964,319,1087,524
img000085.jpg,1920,1200,Tango,804,211,1522,949
img000087.jpg,1920,1200,Tango,834,500,1319,1031
img000089.jpg,1920,1200,Tango,719,502,1240,960
img000090.jpg,1920,1200,Tango,614,410,1045,889
img000091.jpg,1920,1200,Tango,881,566,1257,922
img000093.jpg,1920,1200,Tango,626,453,1227,1074
img000094.jpg,1920,1200,Tango,937,317,1387,970
img000095.jpg,1920,1200,Tango,851,330,976,499
img000096.jpg,1920,1200,Tango,805,466,1066,889
img000098.jpg,1920,1200,Tango,919,710,1161,910
img000099.jpg,1920,1200,Tango,706,87,1388,962
img000100.jpg,1920,1200,Tango,656,487,1282,860
img000101.jpg,1920,1200,Tango,636,441,1257,815
img000102.jpg,1920,1200,Tango,900,383,1091,647
img000104.jpg,1920,1200,Tango,401,246,1338,922
img000106.jpg,1920,1200,Tango,850,451,1085,734
img000107.jpg,1920,1200,Tango,681,113,1021,597
img000109.jpg,1920,1200,Tango,588,330,1297,1140
img000111.jpg,1920,1200,Tango,884,657,1115,794
img000112.jpg,1920,1200,Tango,827,460,1016,644
img000114.jpg,1920,1200,Tango,1020,626,1178,857
img000115.jpg,1920,1200,Tango,737,390,1151,606
img000116.jpg,1920,1200,Tango,906,365,1161,585
img000117.jpg,1920,1200,Tango,712,334,960,739
img000119.jpg,1920,1200,Tango,752,541,979,771
img000120.jpg,1920,1200,Tango,778,241,1446,930
img000121.jpg,1920,1200,Tango,713,414,1270,819
img000122.jpg,1920,1200,Tango,865,589,1046,719
img000123.jpg,1920,1200,Tango,875,645,1076,758
img000124.jpg,1920,1200,Tango,675,344,1080,514
img000126.jpg,1920,1200,Tango,991,408,1180,753
img000127.jpg,1920,1200,Tango,657,247,1204,798
img000129.jpg,1920,1200,Tango,926,463,1124,834
img000130.jpg,1920,1200,Tango,732,54,1308,775
img000131.jpg,1920,1200,Tango,841,481,946,670
img000133.jpg,1920,1200,Tango,941,553,1123,735
img000134.jpg,1920,1200,Tango,652,567,1121,791
img000136.jpg,1920,1200,Tango,785,253,1214,704
img000138.jpg,1920,1200,Tango,891,651,1050,766
img000140.jpg,1920,1200,Tango,874,446,1425,1094
img000141.jpg,1920,1200,Tango,704,221,1089,585
img000142.jpg,1920,1200,Tango,907,550,1061,764
img000143.jpg,1920,1200,Tango,654,180,1339,921
img000144.jpg,1920,1200,Tango,739,377,1028,672
img000145.jpg,1920,1200,Tango,759,634,1026,898
img000146.jpg,1920,1200,Tango,833,524,1058,762
img000147.jpg,1920,1200,Tango,863,621,1012,693
img000148.jpg,1920,1200,Tango,893,534,1066,805
img000149.jpg,1920,1200,Tango,775,305,1134,744
img000150.jpg,1920,1200,Tango,808,362,1021,737
img000151.jpg,1920,1200,Tango,597,254,1300,1196
img000153.jpg,1920,1200,Tango,698,63,1197,712
img000154.jpg,1920,1200,Tango,780,544,1022,920
img000155.jpg,1920,1200,Tango,516,103,1056,796
img000156.jpg,1920,1200,Tango,642,621,866,856
img000157.jpg,1920,1200,Tango,796,539,1197,893
img000158.jpg,1920,1200,Tango,397,186,1495,976
img000161.jpg,1920,1200,Tango,855,565,1058,683
img000162.jpg,1920,1200,Tango,903,548,1140,783
img000163.jpg,1920,1200,Tango,898,506,1183,688
img000165.jpg,1920,1200,Tango,774,209,1108,802
img000166.jpg,1920,1200,Tango,799,409,986,738
img000167.jpg,1920,1200,Tango,240,292,1280,1124
img000168.jpg,1920,1200,Tango,730,340,981,622
img000169.jpg,1920,1200,Tango,555,275,1195,1017
img000170.jpg,1920,1200,Tango,681,206,1329,1146
img000171.jpg,1920,1200,Tango,826,638,1124,848
img000173.jpg,1920,1200,Tango,852,596,1204,810
img000174.jpg,1920,1200,Tango,664,646,1229,888
img000175.jpg,1920,1200,Tango,628,83,1087,517
img000176.jpg,1920,1200,Tango,859,311,1280,734
img000177.jpg,1920,1200,Tango,521,166,1304,884
img000178.jpg,1920,1200,Tango,845,436,1085,895
img000179.jpg,1920,1200,Tango,786,601,1253,822
img000180.jpg,1920,1200,Tango,840,550,1056,782
img000181.jpg,1920,1200,Tango,960,642,1273,944
img000182.jpg,1920,1200,Tango,839,467,1072,741
img000183.jpg,1920,1200,Tango,899,394,1305,572
img000184.jpg,1920,1200,Tango,826,445,1066,692
img000185.jpg,1920,1200,Tango,879,517,1056,814
img000187.jpg,1920,1200,Tango,899,462,1104,645
img000188.jpg,1920,1200,Tango,821,196,1234,688
img000189.jpg,1920,1200,Tango,743,645,985,834
img000191.jpg,1920,1200,Tango,818,376,1234,1126
img000192.jpg,1920,1200,Tango,747,351,1165,814
img000193.jpg,1920,1200,Tango,640,148,1543,794
img000194.jpg,1920,1200,Tango,815,162,1239,722
img000197.jpg,1920,1200,Tango,839,653,1070,871
img000198.jpg,1920,1200,Tango,608,210,1443,666
img000199.jpg,1920,1200,Tango,778,559,1184,778
img000202.jpg,1920,1200,Tango,621,223,1223,877
img000204.jpg,1920,1200,Tango,735,380,1338,743
img000205.jpg,1920,1200,Tango,791,441,1006,682
img000206.jpg,1920,1200,Tango,750,291,990,472
img000207.jpg,1920,1200,Tango,796,466,1105,650
img000208.jpg,1920,1200,Tango,557,252,1297,682
img000211.jpg,1920,1200,Tango,962,404,1117,719
img000213.jpg,1920,1200,Tango,826,178,1231,1030
img000214.jpg,1920,1200,Tango,712,366,970,578
img000215.jpg,1920,1200,Tango,889,425,1150,653
img000216.jpg,1920,1200,Tango,690,435,1016,722
img000217.jpg,1920,1200,Tango,550,40,1393,958
img000220.jpg,1920,1200,Tango,665,468,913,756
img000221.jpg,1920,1200,Tango,888,479,1032,739
img000222.jpg,1920,1200,Tango,762,432,1133,824
img000223.jpg,1920,1200,Tango,932,306,1165,670
img000225.jpg,1920,1200,Tango,625,277,1504,669
img000227.jpg,1920,1200,Tango,730,412,1240,993
img000231.jpg,1920,1200,Tango,410,160,1453,733
img000232.jpg,1920,1200,Tango,832,473,1113,691
img000234.jpg,1920,1200,Tango,889,246,1087,526
img000235.jpg,1920,1200,Tango,523,-156,1371,702
img000236.jpg,1920,1200,Tango,771,435,1059,738
img000237.jpg,1920,1200,Tango,909,271,1167,736
img000238.jpg,1920,1200,Tango,851,632,1031,814
img000239.jpg,1920,1200,Tango,680,519,991,716
img000241.jpg,1920,1200,Tango,1007,476,1082,672
img000243.jpg,1920,1200,Tango,620,535,1007,746
img000244.jpg,1920,1200,Tango,692,673,891,852
img000245.jpg,1920,1200,Tango,860,241,1175,517
img000246.jpg,1920,1200,Tango,830,526,1117,695
img000247.jpg,1920,1200,Tango,395,231,1098,1118
img000248.jpg,1920,1200,Tango,787,344,1200,791
img000249.jpg,1920,1200,Tango,916,421,1061,662
img000251.jpg,1920,1200,Tango,846,530,1036,628
img000253.jpg,1920,1200,Tango,750,586,1311,986
img000255.jpg,1920,1200,Tango,872,613,1066,702
img000257.jpg,1920,1200,Tango,936,582,1177,745
img000258.jpg,1920,1200,Tango,797,625,926,822
img000259.jpg,1920,1200,Tango,720,588,987,739
img000260.jpg,1920,1200,Tango,940,431,1296,706
img000261.jpg,1920,1200,Tango,791,287,1114,648
img000263.jpg,1920,1200,Tango,609,429,1128,814
img000264.jpg,1920,1200,Tango,476,141,1173,799
img000266.jpg,1920,1200,Tango,738,629,1058,927
img000267.jpg,1920,1200,Tango,605,702,1038,924
img000268.jpg,1920,1200,Tango,682,449,1063,747
img000269.jpg,1920,1200,Tango,872,504,1249,793
img000270.jpg,1920,1200,Tango,776,417,1070,742
img000271.jpg,1920,1200,Tango,903,510,1198,688
img000272.jpg,1920,1200,Tango,649,35,1529,1036
img000273.jpg,1920,1200,Tango,920,585,1293,941
img000274.jpg,1920,1200,Tango,505,482,1319,1085
img000276.jpg,1920,1200,Tango,765,490,925,698
img000277.jpg,1920,1200,Tango,783,181,1302,898
img000278.jpg,1920,1200,Tango,485,390,1145,1221
img000279.jpg,1920,1200,Tango,753,253,1208,678
img000283.jpg,1920,1200,Tango,979,377,1208,791
img000284.jpg,1920,1200,Tango,768,284,1073,558
img000285.jpg,1920,1200,Tango,528,710,1405,1110
img000287.jpg,1920,1200,Tango,439,274,1048,955
img000289.jpg,1920,1200,Tango,829,465,1156,715
img000290.jpg,1920,1200,Tango,1024,570,1270,707
img000291.jpg,1920,1200,Tango,890,471,973,646
img000292.jpg,1920,1200,Tango,790,-37,1272,856
img000293.jpg,1920,1200,Tango,1034,535,1217,690
img000294.jpg,1920,1200,Tango,639,369,1139,962
img000295.jpg,1920,1200,Tango,640,-115,1386,693
img000296.jpg,1920,1200,Tango,747,430,1177,744
img000297.jpg,1920,1200,Tango,746,351,1094,612
img000298.jpg,1920,1200,Tango,1064,246,1299,621
img000300.jpg,1920,1200,Tango,659,637,984,967
img000303.jpg,1920,1200,Tango,585,-29,1175,592
img000304.jpg,1920,1200,Tango,605,536,1003,1018
img000305.jpg,1920,1200,Tango,800,532,1094,687
img000306.jpg,1920,1200,Tango,843,486,1174,843
img000307.jpg,1920,1200,Tango,799,722,1120,947
img000308.jpg,1920,1200,Tango,197,-30,1379,980
img000309.jpg,1920,1200,Tango,798,489,981,785
img000310.jpg,1920,1200,Tango,817,554,1032,694
img000313.jpg,1920,1200,Tango,771,469,1127,706
img000314.jpg,1920,1200,Tango,788,353,1252,536
img000315.jpg,1920,1200,Tango,722,-34,1773,1077
img000316.jpg,1920,1200,Tango,827,407,1142,641
img000317.jpg,1920,1200,Tango,731,391,971,692
img000318.jpg,1920,1200,Tango,730,426,1092,804
img000319.jpg,1920,1200,Tango,946,444,1075,636
img000321.jpg,1920,1200,Tango,868,466,1234,1108
img000322.jpg,1920,1200,Tango,829,450,1114,620
img000323.jpg,1920,1200,Tango,877,413,1083,599
img000324.jpg,1920,1200,Tango,544,222,1340,1029
img000325.jpg,1920,1200,Tango,741,570,1028,737
img000326.jpg,1920,1200,Tango,940,548,1156,753
img000327.jpg,1920,1200,Tango,686,422,1342,1034
img000328.jpg,1920,1200,Tango,630,413,966,774
img000329.jpg,1920,1200,Tango,852,295,1157,563
img000330.jpg,1920,1200,Tango,871,480,1044,751
img000331.jpg,1920,1200,Tango,713,97,1093,685
img000332.jpg,1920,1200,Tango,838,211,1162,606
img000333.jpg,1920,1200,Tango,637,438,1048,727
img000334.jpg,1920,1200,Tango,187,241,1358,990
img000335.jpg,1920,1200,Tango,982,370,1094,638
img000336.jpg,1920,1200,Tango,782,474,1057,750
img000337.jpg,1920,1200,Tango,757,70,1092,678
img000340.jpg,1920,1200,Tango,910,474,1117,780
img000345.jpg,1920,1200,Tango,645,354,1214,701
img000346.jpg,1920,1200,Tango,587,579,1134,1010
img000347.jpg,1920,1200,Tango,794,276,1177,735
img000348.jpg,1920,1200,Tango,758,439,1030,643
img000350.jpg,1920,1200,Tango,786,566,1465,1059
img000351.jpg,1920,1200,Tango,227,-149,1247,1260
img000352.jpg,1920,1200,Tango,714,263,887,535
img000353.jpg,1920,1200,Tango,846,504,1152,629
img000354.jpg,1920,1200,Tango,687,361,1439,987
img000355.jpg,1920,1200,Tango,715,276,1348,946
img000356.jpg,1920,1200,Tango,777,342,1051,750
img000357.jpg,1920,1200,Tango,666,402,959,661
img000358.jpg,1920,1200,Tango,873,478,1205,705
img000359.jpg,1920,1200,Tango,854,732,1152,952
img000361.jpg,1920,1200,Tango,800,532,1066,677
img000362.jpg,1920,1200,Tango,831,235,1165,585
img000364.jpg,1920,1200,Tango,722,295,1049,843
img000366.jpg,1920,1200,Tango,768,540,1041,831
img000368.jpg,1920,1200,Tango,817,560,922,690
img000369.jpg,1920,1200,Tango,823,503,1043,720
img000370.jpg,1920,1200,Tango,774,381,1411,949
img000371.jpg,1920,1200,Tango,886,405,1036,597
img000372.jpg,1920,1200,Tango,445,428,1104,1104
img000373.jpg,1920,1200,Tango,387,432,1170,1294
img000374.jpg,1920,1200,Tango,341,487,1435,850
img000375.jpg,1920,1200,Tango,722,353,1102,464
img000376.jpg,1920,1200,Tango,802,240,1222,788
img000378.jpg,1920,1200,Tango,607,299,1409,979
img000379.jpg,1920,1200,Tango,850,-188,1597,602
img000380.jpg,1920,1200,Tango,598,475,1121,782
img000381.jpg,1920,1200,Tango,763,265,1182,821
img000382.jpg,1920,1200,Tango,934,455,1166,654
img000384.jpg,1920,1200,Tango,788,429,1079,616
img000385.jpg,1920,1200,Tango,818,494,1083,704
img000386.jpg,1920,1200,Tango,957,527,1158,601
img000387.jpg,1920,1200,Tango,849,526,1006,701
img000388.jpg,1920,1200,Tango,943,412,1060,538
img000389.jpg,1920,1200,Tango,789,562,1147,862
img000390.jpg,1920,1200,Tango,752,255,995,652
img000391.jpg,1920,1200,Tango,755,377,1063,589
img000393.jpg,1920,1200,Tango,672,246,1073,608
img000394.jpg,1920,1200,Tango,716,384,965,591
img000395.jpg,1920,1200,Tango,793,514,1116,962
img000397.jpg,1920,1200,Tango,701,202,1222,729
img000398.jpg,1920,1200,Tango,718,478,988,801
img000399.jpg,1920,1200,Tango,799,632,1226,1144
img000400.jpg,1920,1200,Tango,896,371,1073,565
img000403.jpg,1920,1200,Tango,863,412,1497,1168
img000404.jpg,1920,1200,Tango,785,694,1241,917
img000405.jpg,1920,1200,Tango,785,515,1081,734
img000407.jpg,1920,1200,Tango,845,494,954,671
img000408.jpg,1920,1200,Tango,732,645,990,789
img000409.jpg,1920,1200,Tango,607,404,1357,1063
img000410.jpg,1920,1200,Tango,768,596,1148,894
img000411.jpg,1920,1200,Tango,961,568,1066,737
img000412.jpg,1920,1200,Tango,729,363,1195,593
img000414.jpg,1920,1200,Tango,882,499,1122,902
img000415.jpg,1920,1200,Tango,675,337,1040,645
img000416.jpg,1920,1200,Tango,960,374,1317,514
img000418.jpg,1920,1200,Tango,420,-85,1419,760
img000420.jpg,1920,1200,Tango,959,356,1302,683
img000421.jpg,1920,1200,Tango,833,321,1109,559
img000422.jpg,1920,1200,Tango,751,77,1102,654
img000423.jpg,1920,1200,Tango,495,120,1342,1005
img000424.jpg,1920,1200,Tango,783,446,1424,1153
img000425.jpg,1920,1200,Tango,836,563,1019,823
img000426.jpg,1920,1200,Tango,578,468,1237,999
img000427.jpg,1920,1200,Tango,797,607,1119,981
img000428.jpg,1920,1200,Tango,755,551,1086,949
img000429.jpg,1920,1200,Tango,649,310,1416,754
img000430.jpg,1920,1200,Tango,954,581,1225,824
img000431.jpg,1920,1200,Tango,842,530,1122,642
img000432.jpg,1920,1200,Tango,704,193,1186,566
img000433.jpg,1920,1200,Tango,839,454,1335,889
img000434.jpg,1920,1200,Tango,633,318,1084,933
img000436.jpg,1920,1200,Tango,945,413,1125,544
img000438.jpg,1920,1200,Tango,888,619,1114,902
img000439.jpg,1920,1200,Tango,878,597,1004,743
img000440.jpg,1920,1200,Tango,726,-89,1020,817
img000441.jpg,1920,1200,Tango,998,562,1200,821
img000442.jpg,1920,1200,Tango,623,375,1084,683
img000443.jpg,1920,1200,Tango,924,619,1050,756
img000444.jpg,1920,1200,Tango,848,427,1086,918
img000447.jpg,1920,1200,Tango,835,483,1014,724
img000449.jpg,1920,1200,Tango,473,103,1261,786
img000450.jpg,1920,1200,Tango,822,573,1063,689
img000451.jpg,1920,1200,Tango,756,378,1174,648
img000452.jpg,1920,1200,Tango,767,249,1149,560
img000455.jpg,1920,1200,Tango,616,365,1134,937
img000456.jpg,1920,1200,Tango,837,384,1049,636
img000458.jpg,1920,1200,Tango,940,472,1098,565
img000459.jpg,1920,1200,Tango,967,385,1069,528
img000460.jpg,1920,1200,Tango,940,546,1073,885
img000461.jpg,1920,1200,Tango,1060,466,1250,774
img000463.jpg,1920,1200,Tango,679,180,1457,1068
img000464.jpg,1920,1200,Tango,691,163,1293,771
img000466.jpg,1920,1200,Tango,672,486,1115,786
img000468.jpg,1920,1200,Tango,670,43,1239,680
img000469.jpg,1920,1200,Tango,682,357,1072,742
img000470.jpg,1920,1200,Tango,773,465,979,605
img000472.jpg,1920,1200,Tango,570,302,1210,658
img000473.jpg,1920,1200,Tango,814,439,1313,975
img000474.jpg,1920,1200,Tango,654,51,1460,657
img000476.jpg,1920,1200,Tango,837,527,1070,770
img000477.jpg,1920,1200,Tango,742,489,1026,674
img000479.jpg,1920,1200,Tango,763,517,1188,727
img000480.jpg,1920,1200,Tango,752,577,945,767
img000481.jpg,1920,1200,Tango,766,379,1022,715
img000483.jpg,1920,1200,Tango,857,793,1170,944
img000484.jpg,1920,1200,Tango,831,437,1239,911
img000485.jpg,1920,1200,Tango,624,196,1076,596
img000486.jpg,1920,1200,Tango,683,413,1295,984
img000487.jpg,1920,1200,Tango,553,207,1510,968
img000488.jpg,1920,1200,Tango,1002,613,1103,749
img000489.jpg,1920,1200,Tango,815,255,1501,812
img000490.jpg,1920,1200,Tango,589,298,1446,1083
img000491.jpg,1920,1200,Tango,874,475,1005,709
img000493.jpg,1920,1200,Tango,913,408,1039,579
img000494.jpg,1920,1200,Tango,467,274,1087,939
img000495.jpg,1920,1200,Tango,920,568,1160,949
img000500.jpg,1920,1200,Tango,804,384,928,501
img000501.jpg,1920,1200,Tango,962,476,1169,633
img000502.jpg,1920,1200,Tango,781,488,940,665
img000503.jpg,1920,1200,Tango,815,567,1038,882
img000504.jpg,1920,1200,Tango,882,297,1001,587
img000505.jpg,1920,1200,Tango,831,245,1119,539
img000506.jpg,1920,1200,Tango,864,578,1080,695
img000508.jpg,1920,1200,Tango,940,325,1262,831
img000509.jpg,1920,1200,Tango,522,181,1511,677
img000510.jpg,1920,1200,Tango,819,459,1286,1040
img000511.jpg,1920,1200,Tango,613,315,1302,724
img000512.jpg,1920,1200,Tango,904,439,1278,787
img000513.jpg,1920,1200,Tango,773,529,1173,780
img000514.jpg,1920,1200,Tango,736,455,982,681
img000515.jpg,1920,1200,Tango,823,482,1179,643
img000516.jpg,1920,1200,Tango,800,437,874,600
img000517.jpg,1920,1200,Tango,539,-63,1331,699
img000518.jpg,1920,1200,Tango,776,600,985,771
img000519.jpg,1920,1200,Tango,944,360,1105,522
img000522.jpg,1920,1200,Tango,435,267,1225,1065
img000525.jpg,1920,1200,Tango,861,720,1116,826
img000526.jpg,1920,1200,Tango,295,227,1214,991
img000527.jpg,1920,1200,Tango,842,612,1108,894
img000528.jpg,1920,1200,Tango,804,393,989,528
img000529.jpg,1920,1200,Tango,804,430,964,752
img000530.jpg,1920,1200,Tango,643,607,1232,1031
img000532.jpg,1920,1200,Tango,661,416,1174,912
img000534.jpg,1920,1200,Tango,857,297,1514,1387
img000536.jpg,1920,1200,Tango,870,587,1036,717
img000537.jpg,1920,1200,Tango,643,655,1467,1022
img000538.jpg,1920,1200,Tango,695,493,1111,996
img000539.jpg,1920,1200,Tango,1052,559,1183,826
img000540.jpg,1920,1200,Tango,644,219,1207,847
img000541.jpg,1920,1200,Tango,764,390,1050,730
img000542.jpg,1920,1200,Tango,574,284,1013,649
img000543.jpg,1920,1200,Tango,864,576,999,822
img000544.jpg,1920,1200,Tango,556,267,1046,740
img000545.jpg,1920,1200,Tango,582,537,1429,1204
img000546.jpg,1920,1200,Tango,845,545,1042,838
img000547.jpg,1920,1200,Tango,851,379,1102,631
img000548.jpg,1920,1200,Tango,855,606,984,766
img000550.jpg,1920,1200,Tango,874,523,1164,771
img000551.jpg,1920,1200,Tango,694,380,1149,795
img000552.jpg,1920,1200,Tango,971,372,1174,708
img000553.jpg,1920,1200,Tango,997,545,1323,864
img000554.jpg,1920,1200,Tango,404,455,1244,971
img000555.jpg,1920,1200,Tango,613,90,1332,779
img000556.jpg,1920,1200,Tango,1028,400,1360,614
img000557.jpg,1920,1200,Tango,954,559,1102,696
img000558.jpg,1920,1200,Tango,682,251,1294,569
img000559.jpg,1920,1200,Tango,935,515,1169,920
img000560.jpg,1920,1200,Tango,820,440,1079,624
img000561.jpg,1920,1200,Tango,373,427,1236,1138
img000562.jpg,1920,1200,Tango,851,354,1313,745
img000564.jpg,1920,1200,Tango,858,559,1026,784
img000565.jpg,1920,1200,Tango,757,464,1107,892
img000566.jpg,1920,1200,Tango,906,224,1049,506
img000567.jpg,1920,1200,Tango,781,281,882,497
img000569.jpg,1920,1200,Tango,653,537,1317,877
img000570.jpg,1920,1200,Tango,828,404,1061,617
img000571.jpg,1920,1200,Tango,734,529,1110,774
img000574.jpg,1920,1200,Tango,654,463,886,843
img000575.jpg,1920,1200,Tango,440,308,1060,899
img000576.jpg,1920,1200,Tango,765,416,979,654
img000577.jpg,1920,1200,Tango,807,226,997,519
img000578.jpg,1920,1200,Tango,907,554,1226,741
img000579.jpg,1920,1200,Tango,952,463,1131,653
img000580.jpg,1920,1200,Tango,148,412,1334,1080
img000582.jpg,1920,1200,Tango,838,578,1004,707
img000583.jpg,1920,1200,Tango,752,499,1141,645
img000584.jpg,1920,1200,Tango,826,535,1003,686
img000585.jpg,1920,1200,Tango,887,410,1477,732
img000586.jpg,1920,1200,Tango,799,585,1254,868
img000588.jpg,1920,1200,Tango,686,357,872,709
img000589.jpg,1920,1200,Tango,534,586,1073,876
img000590.jpg,1920,1200,Tango,817,559,1126,891
img000591.jpg,1920,1200,Tango,959,416,1247,699
img000592.jpg,1920,1200,Tango,926,571,1176,800
img000593.jpg,1920,1200,Tango,491,162,1134,624
img000594.jpg,1920,1200,Tango,765,727,1063,923
img000595.jpg,1920,1200,Tango,411,395,1108,1044
img000596.jpg,1920,1200,Tango,580,35,1241,863
img000597.jpg,1920,1200,Tango,816,605,936,704
img000598.jpg,1920,1200,Tango,623,714,1029,935
img000599.jpg,1920,1200,Tango,835,700,944,839
img000600.jpg,1920,1200,Tango,715,379,985,569
img000601.jpg,1920,1200,Tango,904,612,1056,779
img000603.jpg,1920,1200,Tango,736,401,1580,959
img000604.jpg,1920,1200,Tango,625,389,900,883
img000605.jpg,1920,1200,Tango,845,562,1257,1096
img000607.jpg,1920,1200,Tango,750,597,1223,967
img000608.jpg,1920,1200,Tango,1045,604,1136,742
img000609.jpg,1920,1200,Tango,769,295,1012,795
img000611.jpg,1920,1200,Tango,683,313,1104,909
img000613.jpg,1920,1200,Tango,635,400,980,733
img000614.jpg,1920,1200,Tango,834,625,1065,831
img000615.jpg,1920,1200,Tango,599,247,1247,1113
img000617.jpg,1920,1200,Tango,701,398,1103,847
img000618.jpg,1920,1200,Tango,722,607,1235,942
img000619.jpg,1920,1200,Tango,525,184,1388,1070
img000620.jpg,1920,1200,Tango,739,420,1296,908
img000621.jpg,1920,1200,Tango,750,446,1153,674
img000622.jpg,1920,1200,Tango,893,586,1108,744
img000623.jpg,1920,1200,Tango,754,516,1107,938
img000624.jpg,1920,1200,Tango,628,428,932,574
img000625.jpg,1920,1200,Tango,877,271,1216,857
img000626.jpg,1920,1200,Tango,946,557,1105,734
img000627.jpg,1920,1200,Tango,726,290,1033,532
img000628.jpg,1920,1200,Tango,532,225,1212,954
img000629.jpg,1920,1200,Tango,739,258,1281,759
img000630.jpg,1920,1200,Tango,420,384,1567,971
img000631.jpg,1920,1200,Tango,844,639,1138,905
img000632.jpg,1920,1200,Tango,613,326,1279,867
img000634.jpg,1920,1200,Tango,918,454,1025,637
img000635.jpg,1920,1200,Tango,811,566,1030,811
img000636.jpg,1920,1200,Tango,770,501,1037,866
img000638.jpg,1920,1200,Tango,690,394,1006,884
img000639.jpg,1920,1200,Tango,757,577,1110,780
img000640.jpg,1920,1200,Tango,808,549,1116,878
img000641.jpg,1920,1200,Tango,799,531,1031,704
img000643.jpg,1920,1200,Tango,986,189,1408,921
img000644.jpg,1920,1200,Tango,857,510,980,633
img000645.jpg,1920,1200,Tango,856,410,1098,668
img000646.jpg,1920,1200,Tango,950,548,1267,786
img000647.jpg,1920,1200,Tango,738,194,1178,761
img000648.jpg,1920,1200,Tango,302,154,1337,793
img000649.jpg,1920,1200,Tango,759,495,1039,778
img000650.jpg,1920,1200,Tango,894,544,1003,681
img000651.jpg,1920,1200,Tango,716,212,1309,822
img000652.jpg,1920,1200,Tango,656,332,1272,1016
img000653.jpg,1920,1200,Tango,650,345,1109,793
